sample_id,P_aeruginosa,P_putida,P_fluorescens,P_stutzeri,P_syringae,P_mendocina,P_alcaligenes,P_chlororaphis,P_protegens,P_synxantha,P_koreensis,P_lundensis,P_plecoglossicida,P_fulva,P_knackmussii,P_monteilii,P_veronii,P_viridiflava,P_brassicacearum,P_trivialis,P_lini,P_rhodesiae,P_gessardii,P_putrefaciens,P_fuscovaginae,P_libanensis,P_entomophila,P_parafulva,P_resinovorans,P_resinicola,P_poe,P_simiae,P_coronafaciens,P_extremorientalis,P_marginalis,P_peli,P_brassicae,P_anguilliseptica,P_pristinamycinicus,P_citronellolis
Coimbatore_Sugarcane_Field_20240315_rep1,103,215,36,227,2226,116,49,68,9,215,969,159,60,536,1557,5,17,263,401,981,1,639,102,37,94,53,13,0,0,2,108,27,3,132,441,378,160,9,141,286
Coimbatore_Sugarcane_Field_20240315_rep2,158,38,19,279,1164,18,17,184,116,2117,187,489,79,757,1086,1,73,69,131,588,344,742,644,156,134,9,6,1036,1528,39,210,38,232,980,105,234,19,425,323,141
Coimbatore_Sugarcane_Field_20240315_rep3,689,260,440,891,1500,72,435,34,588,1044,2439,124,345,3075,543,207,679,187,771,483,85,360,66,383,321,116,700,104,8,28,340,834,561,715,37,64,290,170,917,9
Coimbatore_Sugarcane_Field_20240315_rep4,64,638,431,268,340,9,33,8,12,373,27,6,0,1737,556,3,290,333,435,916,178,75,64,1,50,8,146,114,98,408,12,83,48,2,976,6,210,136,1,48
Coimbatore_Sugarcane_Field_20240315_rep5,2,519,459,17,83,35,121,41,450,607,311,822,8,274,862,577,28,202,64,995,7,8,52,278,48,201,19,314,351,21,147,60,12,46,373,8,9,49,580,6
Coimbatore_Sugarcane_Field_20240415_rep1,73,731,154,1527,1078,542,29,362,357,2083,524,184,768,369,307,3,41,55,80,1753,501,251,19,36,3,61,412,426,1075,337,1114,1400,367,99,65,917,843,169,6,38
Coimbatore_Sugarcane_Field_20240415_rep2,459,1077,3,35,771,113,2,63,65,811,508,25,59,1171,833,114,171,632,576,1558,1452,802,179,10,117,523,77,498,589,94,2094,0,32,312,27,311,519,288,351,237
Coimbatore_Sugarcane_Field_20240415_rep3,24,11,587,112,470,166,58,117,61,277,47,49,53,480,550,15,8,246,382,485,133,226,48,133,45,126,55,102,362,41,9,8,22,100,288,81,61,13,49,15
Coimbatore_Sugarcane_Field_20240415_rep4,11,269,1066,120,949,382,11,313,539,1238,269,256,69,531,321,189,844,180,180,395,564,117,221,269,286,86,135,26,51,185,0,161,31,88,494,18,93,98,2,144
Coimbatore_Sugarcane_Field_20240515_rep1,34,147,278,1670,504,541,208,444,12,663,0,243,244,754,4721,354,591,0,9,2104,148,1199,267,146,84,26,762,1090,91,228,6,744,488,34,0,44,213,182,486,1
Coimbatore_Sugarcane_Field_20240515_rep2,173,22,25,5,283,98,10,45,23,505,86,127,11,246,782,49,22,222,29,577,42,250,97,157,28,46,19,33,3,114,0,21,82,38,159,173,83,29,337,129
Coimbatore_Sugarcane_Field_20240515_rep3,11,153,254,297,682,5,300,724,89,2615,1393,828,309,690,1544,129,705,1080,90,289,1094,344,851,62,20,21,120,794,13,209,2087,288,613,71,37,0,265,475,132,807
Coimbatore_Sugarcane_Field_20240515_rep4,51,0,355,68,371,12,122,77,15,191,0,262,161,325,123,484,4,27,70,114,137,176,210,6,150,82,26,203,297,1,136,35,26,327,175,30,12,247,133,7
Coimbatore_Sugarcane_Field_20240515_rep5,194,261,210,753,1151,407,235,116,58,609,83,84,648,2083,3088,1166,1686,332,208,4024,1651,285,110,144,214,52,150,4,445,129,180,357,140,2,52,13,165,194,659,1
Nagpur_Cotton_Field_20240115_rep1,0,11,1225,283,958,46,13,1048,679,362,405,110,221,1273,706,65,72,4,1,1822,972,625,366,80,362,454,315,321,57,506,165,2,105,80,0,40,0,12,106,398
Nagpur_Cotton_Field_20240115_rep2,1420,461,135,1829,3496,33,41,55,114,1066,169,17,936,1536,543,920,904,195,29,2446,955,382,367,22,401,365,355,1598,625,37,283,25,8,91,39,115,1463,177,334,78
Nagpur_Cotton_Field_20240115_rep3,92,61,3,142,318,3,22,2,10,664,3,173,109,113,244,1,172,69,32,107,2,13,29,9,63,6,34,283,0,0,2,31,2,37,165,53,3,4,9,57
Nagpur_Cotton_Field_20240115_rep4,0,2,30,288,1616,434,17,3,99,161,392,108,0,958,122,15,215,116,1,1502,230,93,11,604,265,31,541,501,90,970,163,70,250,408,565,47,169,57,617,6
Nagpur_Cotton_Field_20240115_rep5,453,4,3,21,308,0,307,47,140,300,44,75,17,175,421,232,31,11,17,389,62,2,569,229,53,120,65,13,29,33,134,13,343,4,90,16,194,9,52,33
Nagpur_Cotton_Field_20240215_rep1,179,115,27,401,309,10,24,244,152,674,59,120,559,259,1138,392,199,634,2,807,185,132,409,23,306,82,369,123,74,14,151,243,7,147,37,32,29,92,1123,297
Nagpur_Cotton_Field_20240215_rep2,147,498,306,11,714,24,259,1202,102,1135,227,43,74,565,736,13,359,14,89,1759,386,67,215,219,309,567,246,629,643,100,113,0,129,4,38,0,318,579,0,530
Nagpur_Cotton_Field_20240215_rep3,65,24,39,28,197,18,4,387,10,142,92,8,62,204,204,149,27,2,92,117,17,52,129,28,67,21,11,45,53,226,184,22,107,54,167,34,177,535,55,6
Nagpur_Cotton_Field_20240215_rep4,156,362,559,24,895,539,3,221,38,492,948,763,4,1514,933,407,15,429,40,1763,94,186,37,948,525,33,140,111,631,647,1,77,730,177,428,1082,146,99,2064,206
Nagpur_Cotton_Field_20240215_rep5,193,399,8,80,2243,5,111,93,199,1843,364,1239,11,719,1901,14,2,258,1,1194,245,1,1869,525,34,620,376,34,2,38,145,86,138,459,228,82,2424,138,365,185
Nagpur_Cotton_Field_20240215_rep6,0,49,119,111,299,240,5,228,47,1167,68,32,102,455,378,90,9,15,620,259,5,30,404,75,736,49,2,34,369,34,394,101,447,115,368,277,322,20,127,75
Nagpur_Cotton_Field_20240315_rep1,118,161,15,26,676,487,79,19,218,3062,174,129,365,1469,271,116,42,38,336,2185,74,45,1135,170,132,5,35,177,268,303,52,1,282,143,100,353,434,33,77,744
Nagpur_Cotton_Field_20240315_rep2,555,43,4,357,2680,17,72,505,456,922,174,843,10,2193,1861,57,6,98,351,982,554,159,140,557,211,259,0,8,3,60,1389,90,25,186,25,66,170,997,512,117
Nagpur_Cotton_Field_20240315_rep3,3,35,305,95,809,25,60,210,30,503,224,38,15,313,529,263,3,0,0,86,209,16,86,998,137,5,401,8,476,278,10,4,4,149,183,189,1,61,122,48
Nagpur_Cotton_Field_20240315_rep4,35,267,50,32,644,380,43,36,530,1258,164,38,96,2189,1006,181,22,469,177,278,131,157,122,567,121,171,7,374,367,866,208,203,311,485,452,163,117,3,355,1037
Nagpur_Cotton_Field_20240315_rep5,123,906,5,832,3377,2375,83,394,6,504,24,119,1187,677,1448,40,1281,74,67,2541,250,1106,434,546,307,65,25,485,1468,439,482,29,71,58,427,514,70,0,0,17
Nagpur_Cotton_Field_20240315_rep6,209,95,280,120,989,200,129,222,124,1128,620,76,167,1318,580,5,143,58,427,388,122,212,218,4,256,98,1,96,11,182,20,98,1111,10,126,41,0,260,65,293
Nagpur_Cotton_Field_20240415_rep1,24,12,103,547,302,261,25,121,197,407,0,45,310,179,478,424,44,23,80,159,35,11,244,0,731,341,3,148,21,56,47,28,141,268,15,6,53,59,56,19
Nagpur_Cotton_Field_20240415_rep2,33,185,15,720,1499,1094,16,675,406,1000,158,0,22,1527,1192,66,1723,78,276,1350,3519,724,336,74,272,1456,320,275,621,19,42,148,217,76,2195,386,6,13,15,2
Nagpur_Cotton_Field_20240415_rep3,78,8,208,68,929,37,1047,18,211,902,169,67,45,1585,771,734,378,81,21,1701,244,105,48,51,480,463,126,2799,52,264,19,75,24,2,328,439,748,82,857,456
